text,label
"Hi Mom, I lost my phone. Need ₹4247 for an emergency. Send to UPI: 9876543210",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/9578,1
Verify your SBI credit card points before they expire tonight! https://bit.ly/8312,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/5864,1
Verify your SBI credit card points before they expire tonight! https://bit.ly/5628,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/8067",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/7196,1
Your HDFC account is blocked. Update PAN now to avoid suspension: https://bit.ly/2810,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/1870",1
Your Kotak account is blocked. Update Verification now to avoid suspension: https://bit.ly/9913,1
Verify your Paytm credit card points before they expire tonight! https://bit.ly/3876,1
Your ICICI account is blocked. Update PAN now to avoid suspension: https://bit.ly/4292,1
"Hi Mom, I lost my phone. Need ₹6837 for an emergency. Send to UPI: 9876543210",1
"Hi Mom, I lost my phone. Need ₹2132 for an emergency. Send to UPI: 9876543210",1
Earn ₹3078 daily by liking YouTube videos. No experience needed! https://bit.ly/6774,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Your Axis account is blocked. Update KYC now to avoid suspension: https://bit.ly/1270,1
Your Kotak account is blocked. Update KYC now to avoid suspension: https://bit.ly/5141,1
"Hi Mom, I lost my phone. Need ₹7143 for an emergency. Send to UPI: 9876543210",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/6979",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/8388,1
Verify your Kotak credit card points before they expire tonight! https://bit.ly/4497,1
"Hi Mom, I lost my phone. Need ₹2159 for an emergency. Send to UPI: 9876543210",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/1867",1
Earn ₹3881 daily by liking YouTube videos. No experience needed! https://bit.ly/8782,1
Earn ₹6817 daily by liking YouTube videos. No experience needed! https://bit.ly/4217,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/9494",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/5059",1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/8861",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/5546,1
Earn ₹4788 daily by liking YouTube videos. No experience needed! https://bit.ly/2828,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/6243,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/6645",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/2056,1
Earn ₹4693 daily by liking YouTube videos. No experience needed! https://bit.ly/3937,1
Earn ₹4441 daily by liking YouTube videos. No experience needed! https://bit.ly/7519,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/3496",1
Earn ₹2316 daily by liking YouTube videos. No experience needed! https://bit.ly/7816,1
Verify your HDFC credit card points before they expire tonight! https://bit.ly/1221,1
"Hi Mom, I lost my phone. Need ₹6843 for an emergency. Send to UPI: 9876543210",1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/8800,1
Your Paytm account is blocked. Update KYC now to avoid suspension: https://bit.ly/6843,1
Your Paytm account is blocked. Update PAN now to avoid suspension: https://bit.ly/9975,1
Verify your SBI credit card points before they expire tonight! https://bit.ly/1778,1
Earn ₹7982 daily by liking YouTube videos. No experience needed! https://bit.ly/8065,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/2736",1
Your ICICI account is blocked. Update Aadhar now to avoid suspension: https://bit.ly/8838,1
"Hi Mom, I lost my phone. Need ₹7178 for an emergency. Send to UPI: 9876543210",1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Verify your Kotak credit card points before they expire tonight! https://bit.ly/1994,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/3028,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/7640,1
"Hi Mom, I lost my phone. Need ₹7393 for an emergency. Send to UPI: 9876543210",1
Verify your ICICI credit card points before they expire tonight! https://bit.ly/6025,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
"Hi Mom, I lost my phone. Need ₹9309 for an emergency. Send to UPI: 9876543210",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/1301,1
Your ICICI account is blocked. Update Aadhar now to avoid suspension: https://bit.ly/1840,1
Earn ₹7001 daily by liking YouTube videos. No experience needed! https://bit.ly/5532,1
Your SBI account is blocked. Update PAN now to avoid suspension: https://bit.ly/1144,1
Verify your Kotak credit card points before they expire tonight! https://bit.ly/8217,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/2796,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/2134,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/8519,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/7417,1
Earn ₹3020 daily by liking YouTube videos. No experience needed! https://bit.ly/8066,1
Verify your ICICI credit card points before they expire tonight! https://bit.ly/6891,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/3307,1
Your Axis account is blocked. Update Aadhar now to avoid suspension: https://bit.ly/3262,1
"Hi Mom, I lost my phone. Need ₹2519 for an emergency. Send to UPI: 9876543210",1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/3668,1
Your ICICI account is blocked. Update Verification now to avoid suspension: https://bit.ly/2418,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/8712",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/9572",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/6699,1
Your ICICI account is blocked. Update Verification now to avoid suspension: https://bit.ly/2586,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/5659,1
Verify your ICICI credit card points before they expire tonight! https://bit.ly/1289,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/9810",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/5596,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/6073,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/2609,1
Your SBI account is blocked. Update Verification now to avoid suspension: https://bit.ly/2005,1
Your Axis account is blocked. Update Aadhar now to avoid suspension: https://bit.ly/4830,1
"Hi Mom, I lost my phone. Need ₹3011 for an emergency. Send to UPI: 9876543210",1
Your Axis account is blocked. Update Aadhar now to avoid suspension: https://bit.ly/9534,1
Earn ₹9168 daily by liking YouTube videos. No experience needed! https://bit.ly/6425,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/5409,1
Your Kotak account is blocked. Update KYC now to avoid suspension: https://bit.ly/4448,1
Verify your Paytm credit card points before they expire tonight! https://bit.ly/4100,1
Earn ₹4434 daily by liking YouTube videos. No experience needed! https://bit.ly/2315,1
Your Paytm account is blocked. Update PAN now to avoid suspension: https://bit.ly/6144,1
Your Axis account is blocked. Update Aadhar now to avoid suspension: https://bit.ly/4641,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/1203,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/3729,1
Verify your HDFC credit card points before they expire tonight! https://bit.ly/1570,1
Your Kotak account is blocked. Update KYC now to avoid suspension: https://bit.ly/4760,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/1141",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/5950",1
Verify your Axis credit card points before they expire tonight! https://bit.ly/5101,1
Earn ₹2717 daily by liking YouTube videos. No experience needed! https://bit.ly/9380,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/1623,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/5495,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/8083,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/6899,1
"Hi Mom, I lost my phone. Need ₹9957 for an emergency. Send to UPI: 9876543210",1
Earn ₹8963 daily by liking YouTube videos. No experience needed! https://bit.ly/7879,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
"Hi Mom, I lost my phone. Need ₹2366 for an emergency. Send to UPI: 9876543210",1
Earn ₹6927 daily by liking YouTube videos. No experience needed! https://bit.ly/1303,1
Verify your Paytm credit card points before they expire tonight! https://bit.ly/6506,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/7741,1
"Hi Mom, I lost my phone. Need ₹5193 for an emergency. Send to UPI: 9876543210",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/8775",1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Verify your Paytm credit card points before they expire tonight! https://bit.ly/1611,1
Earn ₹9952 daily by liking YouTube videos. No experience needed! https://bit.ly/4541,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
"Hi Mom, I lost my phone. Need ₹4067 for an emergency. Send to UPI: 9876543210",1
Verify your HDFC credit card points before they expire tonight! https://bit.ly/2658,1
"Hi Mom, I lost my phone. Need ₹3910 for an emergency. Send to UPI: 9876543210",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/1379,1
Your Axis account is blocked. Update PAN now to avoid suspension: https://bit.ly/8433,1
Earn ₹8474 daily by liking YouTube videos. No experience needed! https://bit.ly/5147,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/6663",1
Verify your ICICI credit card points before they expire tonight! https://bit.ly/1720,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/5676,1
"Hi Mom, I lost my phone. Need ₹9782 for an emergency. Send to UPI: 9876543210",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/5500,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/9697",1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/7299,1
Earn ₹6307 daily by liking YouTube videos. No experience needed! https://bit.ly/8787,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/4950,1
Earn ₹3551 daily by liking YouTube videos. No experience needed! https://bit.ly/5020,1
Earn ₹8105 daily by liking YouTube videos. No experience needed! https://bit.ly/7771,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/7016",1
Your Paytm account is blocked. Update KYC now to avoid suspension: https://bit.ly/1439,1
"Hi Mom, I lost my phone. Need ₹7589 for an emergency. Send to UPI: 9876543210",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/7714",1
Your SBI account is blocked. Update Verification now to avoid suspension: https://bit.ly/7413,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/3502",1
"Hi Mom, I lost my phone. Need ₹2015 for an emergency. Send to UPI: 9876543210",1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Earn ₹9155 daily by liking YouTube videos. No experience needed! https://bit.ly/9245,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/8663,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Earn ₹8080 daily by liking YouTube videos. No experience needed! https://bit.ly/9649,1
Verify your Kotak credit card points before they expire tonight! https://bit.ly/3206,1
"Hi Mom, I lost my phone. Need ₹3898 for an emergency. Send to UPI: 9876543210",1
Verify your ICICI credit card points before they expire tonight! https://bit.ly/5428,1
Your Axis account is blocked. Update KYC now to avoid suspension: https://bit.ly/3786,1
"Hi Mom, I lost my phone. Need ₹4386 for an emergency. Send to UPI: 9876543210",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/1694",1
Earn ₹6295 daily by liking YouTube videos. No experience needed! https://bit.ly/6734,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/4417",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/6334,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/3798",1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
"Hi Mom, I lost my phone. Need ₹8162 for an emergency. Send to UPI: 9876543210",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/2166",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/8002",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/6895,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/8472",1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/3604",1
Your Axis account is blocked. Update Verification now to avoid suspension: https://bit.ly/5851,1
Earn ₹7702 daily by liking YouTube videos. No experience needed! https://bit.ly/5230,1
"Selected for Amazon Part-time job. Earn ₹15,000/week. Join here: https://bit.ly/1213",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/9549,1
Earn ₹4010 daily by liking YouTube videos. No experience needed! https://bit.ly/5761,1
Verify your HDFC credit card points before they expire tonight! https://bit.ly/3889,1
Your SBI account is blocked. Update Aadhar now to avoid suspension: https://bit.ly/1987,1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/5254,1
Earn ₹8225 daily by liking YouTube videos. No experience needed! https://bit.ly/3987,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
Verify your SBI credit card points before they expire tonight! https://bit.ly/4543,1
"Hi Mom, I lost my phone. Need ₹4742 for an emergency. Send to UPI: 9876543210",1
Electricity bill overdue. Power will be cut at 9 PM tonight. Pay via: https://bit.ly/7449,1
"Hi Mom, I lost my phone. Need ₹9713 for an emergency. Send to UPI: 9876543210",1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
WINNER! You won a ₹25 Lakhs lottery in KBC. WhatsApp your details to claim.,1
"Hey Ritee, did you check the Pull Request on GitHub for the DNA-Diffusion?",0
Are we meeting in the Lab for the NLP mini-project discussion?,0
"Bro, send me the AIML assignment. I'm in Room 541 right now.",0
"Ritee, Prof. Kumar is asking for the Agentic Refactoring status report by 5 PM.",0
The Text Summarizer server is finally running on Ubuntu 22.04 in the Lab.,0
I've pushed the new GRU model for Next Word Prediction. Please review.,0
I've pushed the new GRU model for Next Word Prediction. Please review.,0
Can you share the NLP lab manual? I missed it in the GDG group.,0
"Bro, send me the IoT assignment. I'm in Room 541 right now.",0
Don't forget the GDG core team meeting today at GDG Room.,0
"Bro, send me the AIML assignment. I'm in Room 541 right now.",0
"Bro, send me the AIML assignment. I'm in GDG Room right now.",0
Check this technical debt audit report for our VS Code extension: https://github.com/ritee/project-23,0
The documentation for the IoT project is live on our GitHub repo.,0
"Bro, send me the Java assignment. I'm in Room 541 right now.",0
Don't forget the GDG core team meeting today at GLAU Campus.,0
"Hey Ritee, did you check the Pull Request on GitHub for the Text Summarizer?",0
Are we meeting in GDG Room for the Blockchain mini-project discussion?,0
Your OTP for Netflix is 1067. Valid for 10 minutes.,0
The Agentic Refactoring server is finally running on Ubuntu 22.04 in Library.,0
Check this technical debt audit report for our VS Code extension: https://github.com/ritee/project-39,0
I've pushed the new GRU model for Next Word Prediction. Please review.,0
Check this technical debt audit report for our VS Code extension: https://github.com/ritee/project-20,0
The Churn Prediction server is finally running on Ubuntu 22.04 in Room 541.,0
Don't forget the GDG core team meeting today at GLAU Campus.,0
"Bro, send me the AIML assignment. I'm in Library right now.",0
The documentation for the IoT project is live on our GitHub repo.,0
The Text Summarizer server is finally running on Ubuntu 22.04 in GDG Room.,0
The documentation for the Deep Learning project is live on our GitHub repo.,0
Check this technical debt audit report for our VS Code extension: https://github.com/ritee/project-14,0
I've pushed the new GRU model for Next Word Prediction. Please review.,0
I've pushed the new GRU model for Next Word Prediction. Please review.,0
"Hey, the link for the Google Meet is: https://meet.google.com/abc-defg-hij",0
Are we meeting in Library for the NLP mini-project discussion?,0
"Ritee, Prof. Kumar is asking for the DNA-Diffusion status report by 5 PM.",0
Your OTP for Zomato is 4636. Valid for 10 minutes.,0
Are we meeting in Room 541 for the Deep Learning mini-project discussion?,0
I've pushed the new GRU model for Next Word Prediction. Please review.,0
The Text Summarizer server is finally running on Ubuntu 22.04 in Room 541.,0
The documentation for the Deep Learning project is live on our GitHub repo.,0
Don't forget the GDG core team meeting today at GDG Room.,0
I've pushed the new GRU model for Next Word Prediction. Please review.,0
"Bro, send me the Python assignment. I'm in Room 541 right now.",0
Your OTP for IRCTC is 9314. Valid for 10 minutes.,0
The Churn Prediction server is finally running on Ubuntu 22.04 in Room 541.,0
"Bro, send me the Python assignment. I'm in GLAU Campus right now.",0
Don't forget the GDG core team meeting today at Library.,0
Are we meeting in GDG Room for the Java mini-project discussion?,0
Don't forget the GDG core team meeting today at GLAU Campus.,0
"Ritee, Prof. Kumar is asking for the Text Summarizer status report by 5 PM.",0
Check this technical debt audit report for our VS Code extension: https://github.com/ritee/project-15,0
"Hey Ritee, did you check the Pull Request on GitHub for the Agentic Refactoring?",0
Are we meeting in GLAU Campus for the Deep Learning mini-project discussion?,0
"Hey, the link for the Google Meet is: https://meet.google.com/abc-defg-hij",0
Don't forget the GDG core team meeting today at the Lab.,0
"Ritee, Prof. Kumar is asking for the Agentic Refactoring status report by 5 PM.",0
